CódigoVenda;Quantidade;Produto;Valor Unitário;Valor Final
69201;2;Casaco Listrado;R$ 269,00;R$ 538,00
69202;1;Sapato Liso;R$ 368,00;R$ 368,00
69203;5;Sunga;R$ 100,00;R$ 500,00
69203;4;Chinelo Estampa;R$ 74,00;R$ 296,00
69203;2;Sapato;R$ 350,00;R$ 700,00
69203;1;Relógio Xadrez;R$ 214,00;R$ 214,00
69204;3;Camiseta Liso;R$ 187,00;R$ 561,00
69206;2;Terno Estampa;R$ 706,00;R$ 1.412,00
69207;3;Polo Linho;R$ 176,00;R$ 528,00
69207;5;Short Xadrez;R$ 100,00;R$ 500,00
69208;1;Casaco Listrado;R$ 269,00;R$ 269,00
69210;1;Gorro Liso;R$ 92,00;R$ 92,00
69211;2;Chinelo;R$ 60,00;R$ 120,00
69211;1;Terno Linho;R$ 750,00;R$ 750,00
69212;3;Calça Listrado;R$ 181,00;R$ 543,00
69212;3;Cueca Linho;R$ 93,00;R$ 279,00
69212;2;Cueca;R$ 50,00;R$ 100,00
69212;4;Polo Linho;R$ 176,00;R$ 704,00
69214;1;Chinelo Liso;R$ 71,00;R$ 71,00
69214;1;Bermuda Linho;R$ 195,00;R$ 195,00
69215;1;Pulseira;R$ 70,00;R$ 70,00
69216;2;Tênis;R$ 250,00;R$ 500,00
69216;3;Short Listrado;R$ 102,00;R$ 306,00
69216;1;Sapato Estampa;R$ 358,00;R$ 358,00
69217;1;Mochila;R$ 270,00;R$ 270,00
69217;1;Cueca Xadrez;R$ 60,00;R$ 60,00
69217;2;Tênis Listrado;R$ 262,00;R$ 524,00
69217;2;Bermuda Xadrez;R$ 155,00;R$ 310,00
69218;1;Meia Listrado;R$ 37,00;R$ 37,00
69218;2;Cinto Estampa;R$ 209,00;R$ 418,00
69219;2;Meia Listrado;R$ 37,00;R$ 74,00
69220;1;Casaco Xadrez;R$ 259,00;R$ 259,00
69220;1;Cinto;R$ 200,00;R$ 200,00
69221;1;Gorro Liso;R$ 92,00;R$ 92,00
69223;3;Camiseta Liso;R$ 187,00;R$ 561,00
69223;1;Sunga Listrado;R$ 114,00;R$ 114,00
69224;1;Sunga Listrado;R$ 114,00;R$ 114,00
69225;2;Bermuda Linho;R$ 195,00;R$ 390,00
69227;3;Sunga Liso;R$ 114,00;R$ 342,00
69227;5;Cueca Listrado;R$ 67,00;R$ 335,00
69227;2;Casaco Listrado;R$ 269,00;R$ 538,00
69227;1;Relógio Liso;R$ 216,00;R$ 216,00
69227;1;Chinelo Liso;R$ 71,00;R$ 71,00
69228;4;Camiseta Linho;R$ 223,00;R$ 892,00
69228;1;Tênis Estampa;R$ 256,00;R$ 256,00
69228;2;Camisa Gola V;R$ 100,00;R$ 200,00
69228;1;Meia Liso;R$ 38,00;R$ 38,00
69229;2;Chinelo Xadrez;R$ 66,00;R$ 132,00
69229;3;Relógio Xadrez;R$ 214,00;R$ 642,00
69230;1;Pulseira Estampa;R$ 87,00;R$ 87,00
69230;1;Sunga Estampa;R$ 120,00;R$ 120,00
69230;3;Camisa Listrado;R$ 108,00;R$ 324,00
69232;3;Pulseira Linho;R$ 114,00;R$ 342,00
69232;4;Gorro Listrado;R$ 97,00;R$ 388,00
69234;2;Cinto Listrado;R$ 214,00;R$ 428,00
69236;4;Cueca Estampa;R$ 66,00;R$ 264,00
69237;2;Tênis Liso;R$ 266,00;R$ 532,00
69239;1;Relógio Liso;R$ 216,00;R$ 216,00
69239;3;Mochila Liso;R$ 276,00;R$ 828,00
69239;2;Cueca Liso;R$ 69,00;R$ 138,00
69240;1;Cueca;R$ 50,00;R$ 50,00
69241;3;Terno Listrado;R$ 709,00;R$ 2.127,00
69242;1;Cinto;R$ 200,00;R$ 200,00
69242;1;Mochila Listrado;R$ 275,00;R$ 275,00
69242;1;Camisa Gola V Liso;R$ 118,00;R$ 118,00
69242;2;Sapato Estampa;R$ 358,00;R$ 716,00
69243;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
69245;2;Camisa Gola V Linho;R$ 145,00;R$ 290,00
69245;5;Gorro Linho;R$ 124,00;R$ 620,00
69245;1;Mochila;R$ 270,00;R$ 270,00
69245;2;Mochila Liso;R$ 276,00;R$ 552,00
69246;1;Cueca Linho;R$ 93,00;R$ 93,00
69247;3;Cueca Xadrez;R$ 60,00;R$ 180,00
69248;3;Gorro Estampa;R$ 93,00;R$ 279,00
69249;1;Meia Linho;R$ 78,00;R$ 78,00
69249;1;Tênis Linho;R$ 294,00;R$ 294,00
69251;1;Terno;R$ 700,00;R$ 700,00
69253;1;Camisa Gola V Listrado;R$ 116,00;R$ 116,00
69254;2;Camisa Gola V Estampa;R$ 118,00;R$ 236,00
69255;3;Polo Liso;R$ 137,00;R$ 411,00
69255;1;Cueca;R$ 50,00;R$ 50,00
69256;1;Camisa Gola V;R$ 100,00;R$ 100,00
69256;1;Terno Listrado;R$ 709,00;R$ 709,00
69258;3;Camiseta Liso;R$ 187,00;R$ 561,00
69259;2;Camiseta Linho;R$ 223,00;R$ 446,00
69259;1;Calça Listrado;R$ 181,00;R$ 181,00
69259;1;Camisa Linho;R$ 141,00;R$ 141,00
69259;4;Meia Liso;R$ 38,00;R$ 152,00
69259;2;Casaco Linho;R$ 299,00;R$ 598,00
69260;1;Camiseta Listrado;R$ 197,00;R$ 197,00
69260;1;Cinto;R$ 200,00;R$ 200,00
69262;1;Tênis Xadrez;R$ 259,00;R$ 259,00
69263;2;Terno Linho;R$ 750,00;R$ 1.500,00
69263;1;Sunga Liso;R$ 114,00;R$ 114,00
69265;1;Cinto Estampa;R$ 209,00;R$ 209,00
69265;2;Sapato Xadrez;R$ 368,00;R$ 736,00
69266;2;Gorro Liso;R$ 92,00;R$ 184,00
69266;2;Polo Linho;R$ 176,00;R$ 352,00
69267;3;Mochila Listrado;R$ 275,00;R$ 825,00
69267;2;Camisa Gola V Estampa;R$ 118,00;R$ 236,00
69267;2;Meia;R$ 30,00;R$ 60,00
69267;1;Polo Liso;R$ 137,00;R$ 137,00
69267;2;Casaco Listrado;R$ 269,00;R$ 538,00
69268;5;Cueca Xadrez;R$ 60,00;R$ 300,00
69268;5;Pulseira Linho;R$ 114,00;R$ 570,00
69268;2;Polo Xadrez;R$ 142,00;R$ 284,00
69269;2;Camiseta Estampa;R$ 196,00;R$ 392,00
69269;2;Camisa Gola V Listrado;R$ 116,00;R$ 232,00
69270;4;Cinto Liso;R$ 209,00;R$ 836,00
69270;3;Cueca;R$ 50,00;R$ 150,00
69270;5;Camisa Estampa;R$ 113,00;R$ 565,00
69271;1;Camisa Xadrez;R$ 105,00;R$ 105,00
69272;2;Tênis Listrado;R$ 262,00;R$ 524,00
69272;2;Casaco Liso;R$ 255,00;R$ 510,00
69273;2;Meia Estampa;R$ 50,00;R$ 100,00
69274;2;Pulseira;R$ 70,00;R$ 140,00
69274;1;Meia Linho;R$ 78,00;R$ 78,00
69275;1;Pulseira Estampa;R$ 87,00;R$ 87,00
69276;1;Camisa;R$ 100,00;R$ 100,00
69276;1;Cinto Xadrez;R$ 215,00;R$ 215,00
69277;1;Meia Estampa;R$ 50,00;R$ 50,00
69277;3;Gorro;R$ 80,00;R$ 240,00
69278;1;Camiseta;R$ 180,00;R$ 180,00
69278;2;Pulseira Listrado;R$ 79,00;R$ 158,00
69280;5;Sunga Listrado;R$ 114,00;R$ 570,00
69281;1;Pulseira Listrado;R$ 79,00;R$ 79,00
69281;2;Calça Linho;R$ 211,00;R$ 422,00
69281;2;Casaco Estampa;R$ 256,00;R$ 512,00
69281;4;Gorro;R$ 80,00;R$ 320,00
69282;1;Pulseira Estampa;R$ 87,00;R$ 87,00
69283;2;Cueca;R$ 50,00;R$ 100,00
69283;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
69284;1;Calça Estampa;R$ 177,00;R$ 177,00
69284;1;Mochila Liso;R$ 276,00;R$ 276,00
69284;2;Calça Linho;R$ 211,00;R$ 422,00
69285;4;Mochila Linho;R$ 311,00;R$ 1.244,00
69286;4;Sapato Estampa;R$ 358,00;R$ 1.432,00
69286;1;Bermuda Xadrez;R$ 155,00;R$ 155,00
69286;3;Relógio Listrado;R$ 218,00;R$ 654,00
69286;2;Gorro;R$ 80,00;R$ 160,00
69287;1;Tênis Estampa;R$ 256,00;R$ 256,00
69287;2;Camisa Linho;R$ 141,00;R$ 282,00
69290;1;Sapato Linho;R$ 391,00;R$ 391,00
69292;2;Meia Xadrez;R$ 41,00;R$ 82,00
69292;5;Camisa Gola V;R$ 100,00;R$ 500,00
69292;3;Relógio Listrado;R$ 218,00;R$ 654,00
69293;2;Casaco;R$ 250,00;R$ 500,00
69293;1;Chinelo Linho;R$ 105,00;R$ 105,00
69294;2;Gorro Estampa;R$ 93,00;R$ 186,00
69294;1;Bermuda Listrado;R$ 163,00;R$ 163,00
69294;2;Cinto Listrado;R$ 214,00;R$ 428,00
69295;3;Terno Linho;R$ 750,00;R$ 2.250,00
69295;1;Gorro;R$ 80,00;R$ 80,00
69295;2;Polo Estampa;R$ 138,00;R$ 276,00
69295;1;Terno Estampa;R$ 706,00;R$ 706,00
69296;2;Gorro Xadrez;R$ 85,00;R$ 170,00
69296;3;Chinelo Listrado;R$ 73,00;R$ 219,00
69297;1;Sapato Estampa;R$ 358,00;R$ 358,00
69297;2;Meia Linho;R$ 78,00;R$ 156,00
69297;5;Relógio Xadrez;R$ 214,00;R$ 1.070,00
69298;2;Camisa Gola V Listrado;R$ 116,00;R$ 232,00
69301;2;Tênis Liso;R$ 266,00;R$ 532,00
69301;1;Camisa Gola V Listrado;R$ 116,00;R$ 116,00
69301;1;Camisa Gola V;R$ 100,00;R$ 100,00
69302;3;Mochila Estampa;R$ 277,00;R$ 831,00
69303;4;Sapato Linho;R$ 391,00;R$ 1.564,00
69303;4;Camiseta Linho;R$ 223,00;R$ 892,00
69303;2;Cueca Estampa;R$ 66,00;R$ 132,00
69305;1;Casaco Listrado;R$ 269,00;R$ 269,00
69305;3;Sapato Xadrez;R$ 368,00;R$ 1.104,00
69309;1;Cueca Liso;R$ 69,00;R$ 69,00
69310;2;Sapato Liso;R$ 368,00;R$ 736,00
69310;3;Camisa Gola V Estampa;R$ 118,00;R$ 354,00
69311;4;Mochila;R$ 270,00;R$ 1.080,00
69312;5;Pulseira Xadrez;R$ 87,00;R$ 435,00
69313;2;Bermuda Linho;R$ 195,00;R$ 390,00
69313;1;Mochila Estampa;R$ 277,00;R$ 277,00
69313;3;Bermuda Estampa;R$ 169,00;R$ 507,00
69313;4;Terno Estampa;R$ 706,00;R$ 2.824,00
69314;1;Camisa Gola V;R$ 100,00;R$ 100,00
69314;3;Cueca Estampa;R$ 66,00;R$ 198,00
69315;1;Gorro Liso;R$ 92,00;R$ 92,00
69317;2;Camisa Gola V;R$ 100,00;R$ 200,00
69317;1;Meia;R$ 30,00;R$ 30,00
69317;1;Cueca Liso;R$ 69,00;R$ 69,00
69318;1;Camiseta;R$ 180,00;R$ 180,00
69319;1;Cueca Linho;R$ 93,00;R$ 93,00
69320;2;Camiseta Listrado;R$ 197,00;R$ 394,00
69322;1;Chinelo Liso;R$ 71,00;R$ 71,00
69322;3;Terno;R$ 700,00;R$ 2.100,00
69324;1;Mochila Listrado;R$ 275,00;R$ 275,00
69325;5;Calça Listrado;R$ 181,00;R$ 905,00
69325;1;Polo Xadrez;R$ 142,00;R$ 142,00
69326;2;Pulseira Xadrez;R$ 87,00;R$ 174,00
69326;1;Sunga Estampa;R$ 120,00;R$ 120,00
69328;2;Chinelo Estampa;R$ 74,00;R$ 148,00
69328;2;Polo Linho;R$ 176,00;R$ 352,00
69329;3;Tênis Liso;R$ 266,00;R$ 798,00
69329;3;Meia Liso;R$ 38,00;R$ 114,00
69329;1;Relógio Xadrez;R$ 214,00;R$ 214,00
69329;5;Short Liso;R$ 108,00;R$ 540,00
69329;1;Camisa Gola V;R$ 100,00;R$ 100,00
69330;5;Cueca Linho;R$ 93,00;R$ 465,00
69330;1;Casaco Linho;R$ 299,00;R$ 299,00
69330;3;Casaco Listrado;R$ 269,00;R$ 807,00
69332;1;Cinto Listrado;R$ 214,00;R$ 214,00
69334;5;Sapato Estampa;R$ 358,00;R$ 1.790,00
69334;3;Pulseira;R$ 70,00;R$ 210,00
69335;1;Cueca Listrado;R$ 67,00;R$ 67,00
69337;1;Terno Estampa;R$ 706,00;R$ 706,00
69337;2;Relógio;R$ 200,00;R$ 400,00
69337;3;Camisa Gola V Xadrez;R$ 107,00;R$ 321,00
69338;1;Short Xadrez;R$ 100,00;R$ 100,00
69338;1;Short Linho;R$ 133,00;R$ 133,00
69338;5;Calça;R$ 170,00;R$ 850,00
69339;2;Camiseta Xadrez;R$ 200,00;R$ 400,00
69339;1;Camisa Gola V Linho;R$ 145,00;R$ 145,00
69339;1;Sunga Xadrez;R$ 116,00;R$ 116,00
69342;1;Camiseta Estampa;R$ 196,00;R$ 196,00
69342;4;Polo Xadrez;R$ 142,00;R$ 568,00
69342;3;Sapato Linho;R$ 391,00;R$ 1.173,00
69343;2;Pulseira;R$ 70,00;R$ 140,00
69343;2;Camiseta Listrado;R$ 197,00;R$ 394,00
69343;3;Cinto;R$ 200,00;R$ 600,00
69343;1;Cinto Linho;R$ 248,00;R$ 248,00
69344;4;Mochila Xadrez;R$ 283,00;R$ 1.132,00
69344;2;Polo Estampa;R$ 138,00;R$ 276,00
69346;2;Camiseta;R$ 180,00;R$ 360,00
69346;1;Cinto Estampa;R$ 209,00;R$ 209,00
69346;1;Gorro Listrado;R$ 97,00;R$ 97,00
69346;2;Cinto Linho;R$ 248,00;R$ 496,00
69347;3;Gorro Liso;R$ 92,00;R$ 276,00
69349;1;Calça;R$ 170,00;R$ 170,00
69349;2;Bermuda Linho;R$ 195,00;R$ 390,00
69349;1;Meia Linho;R$ 78,00;R$ 78,00
69350;3;Camisa;R$ 100,00;R$ 300,00
69351;1;Tênis Xadrez;R$ 259,00;R$ 259,00
69352;2;Polo Listrado;R$ 149,00;R$ 298,00
69352;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
69353;5;Casaco Liso;R$ 255,00;R$ 1.275,00
69353;1;Polo Xadrez;R$ 142,00;R$ 142,00
69353;4;Pulseira Xadrez;R$ 87,00;R$ 348,00
69354;1;Tênis Xadrez;R$ 259,00;R$ 259,00
69355;2;Polo;R$ 130,00;R$ 260,00
69356;2;Short Listrado;R$ 102,00;R$ 204,00
69356;3;Relógio Linho;R$ 240,00;R$ 720,00
69357;3;Gorro Xadrez;R$ 85,00;R$ 255,00
69357;1;Sunga Liso;R$ 114,00;R$ 114,00
69358;2;Camisa Estampa;R$ 113,00;R$ 226,00
69358;3;Camiseta Liso;R$ 187,00;R$ 561,00
69358;1;Camiseta Xadrez;R$ 200,00;R$ 200,00
69359;1;Sapato Listrado;R$ 363,00;R$ 363,00
69359;5;Camiseta Listrado;R$ 197,00;R$ 985,00
69359;1;Camisa Gola V Linho;R$ 145,00;R$ 145,00
69360;1;Casaco;R$ 250,00;R$ 250,00
69361;1;Camisa Estampa;R$ 113,00;R$ 113,00
69361;3;Sunga;R$ 100,00;R$ 300,00
69362;1;Calça Linho;R$ 211,00;R$ 211,00
69364;4;Bermuda Estampa;R$ 169,00;R$ 676,00
69365;3;Short Linho;R$ 133,00;R$ 399,00
69365;4;Sunga Estampa;R$ 120,00;R$ 480,00
69366;4;Chinelo Liso;R$ 71,00;R$ 284,00
69367;3;Bermuda Listrado;R$ 163,00;R$ 489,00
69367;1;Calça Estampa;R$ 177,00;R$ 177,00
69368;2;Chinelo Liso;R$ 71,00;R$ 142,00
69370;4;Polo Linho;R$ 176,00;R$ 704,00
69371;1;Chinelo Linho;R$ 105,00;R$ 105,00
69371;1;Mochila Listrado;R$ 275,00;R$ 275,00
69371;1;Tênis Linho;R$ 294,00;R$ 294,00
69372;3;Camisa Liso;R$ 105,00;R$ 315,00
69373;1;Camiseta Listrado;R$ 197,00;R$ 197,00
69374;5;Terno Xadrez;R$ 709,00;R$ 3.545,00
69374;2;Pulseira;R$ 70,00;R$ 140,00
69374;2;Chinelo Xadrez;R$ 66,00;R$ 132,00
69376;2;Camiseta;R$ 180,00;R$ 360,00
69377;1;Sapato;R$ 350,00;R$ 350,00
69377;3;Cueca Estampa;R$ 66,00;R$ 198,00
69378;2;Camiseta Liso;R$ 187,00;R$ 374,00
69378;2;Camiseta;R$ 180,00;R$ 360,00
69378;5;Camiseta Liso;R$ 187,00;R$ 935,00
69378;1;Polo Estampa;R$ 138,00;R$ 138,00
69378;2;Camiseta;R$ 180,00;R$ 360,00
69378;3;Sapato Estampa;R$ 358,00;R$ 1.074,00
69379;1;Sunga Listrado;R$ 114,00;R$ 114,00
69379;1;Mochila Xadrez;R$ 283,00;R$ 283,00
69381;1;Terno Listrado;R$ 709,00;R$ 709,00
69381;1;Pulseira Estampa;R$ 87,00;R$ 87,00
69381;3;Sunga Estampa;R$ 120,00;R$ 360,00
69382;1;Mochila Linho;R$ 311,00;R$ 311,00
69382;2;Tênis Listrado;R$ 262,00;R$ 524,00
69382;3;Terno Xadrez;R$ 709,00;R$ 2.127,00
69382;2;Chinelo;R$ 60,00;R$ 120,00
69382;1;Terno Estampa;R$ 706,00;R$ 706,00
69382;3;Tênis Linho;R$ 294,00;R$ 882,00
69385;2;Tênis Liso;R$ 266,00;R$ 532,00
69385;1;Sunga Estampa;R$ 120,00;R$ 120,00
69386;2;Cueca Listrado;R$ 67,00;R$ 134,00
69386;2;Sunga Estampa;R$ 120,00;R$ 240,00
69386;1;Mochila Listrado;R$ 275,00;R$ 275,00
69387;5;Tênis Linho;R$ 294,00;R$ 1.470,00
69387;2;Camisa Liso;R$ 105,00;R$ 210,00
69387;1;Mochila;R$ 270,00;R$ 270,00
69388;5;Tênis Xadrez;R$ 259,00;R$ 1.295,00
69388;3;Mochila;R$ 270,00;R$ 810,00
69388;1;Bermuda;R$ 150,00;R$ 150,00
69389;1;Meia Liso;R$ 38,00;R$ 38,00
69389;5;Terno Linho;R$ 750,00;R$ 3.750,00
69389;4;Mochila;R$ 270,00;R$ 1.080,00
69390;2;Short Linho;R$ 133,00;R$ 266,00
69390;3;Cinto Liso;R$ 209,00;R$ 627,00
69394;1;Short Xadrez;R$ 100,00;R$ 100,00
69394;3;Terno Xadrez;R$ 709,00;R$ 2.127,00
69394;2;Sunga Linho;R$ 149,00;R$ 298,00
69395;1;Polo Xadrez;R$ 142,00;R$ 142,00
69395;1;Gorro Listrado;R$ 97,00;R$ 97,00
69395;4;Sapato Liso;R$ 368,00;R$ 1.472,00
69397;4;Bermuda;R$ 150,00;R$ 600,00
69397;4;Casaco Estampa;R$ 256,00;R$ 1.024,00
69398;4;Polo Xadrez;R$ 142,00;R$ 568,00
69398;1;Terno Estampa;R$ 706,00;R$ 706,00
69398;1;Camiseta Estampa;R$ 196,00;R$ 196,00
69399;1;Relógio Liso;R$ 216,00;R$ 216,00
69399;1;Camisa Estampa;R$ 113,00;R$ 113,00
69401;2;Relógio Xadrez;R$ 214,00;R$ 428,00
69403;1;Cueca Xadrez;R$ 60,00;R$ 60,00
69404;2;Gorro Listrado;R$ 97,00;R$ 194,00
69405;1;Chinelo Listrado;R$ 73,00;R$ 73,00
69405;4;Casaco Listrado;R$ 269,00;R$ 1.076,00
69407;5;Sapato Liso;R$ 368,00;R$ 1.840,00
69407;3;Cueca Linho;R$ 93,00;R$ 279,00
69409;3;Mochila Xadrez;R$ 283,00;R$ 849,00
69409;2;Short Linho;R$ 133,00;R$ 266,00
69410;2;Gorro Listrado;R$ 97,00;R$ 194,00
69410;2;Meia Xadrez;R$ 41,00;R$ 82,00
69411;4;Gorro Xadrez;R$ 85,00;R$ 340,00
69412;2;Terno;R$ 700,00;R$ 1.400,00
69412;1;Terno Estampa;R$ 706,00;R$ 706,00
69413;2;Calça Liso;R$ 190,00;R$ 380,00
69413;3;Terno Liso;R$ 720,00;R$ 2.160,00
69413;2;Casaco;R$ 250,00;R$ 500,00
69413;3;Cueca Linho;R$ 93,00;R$ 279,00
69416;3;Cinto Linho;R$ 248,00;R$ 744,00
69416;3;Terno Linho;R$ 750,00;R$ 2.250,00
69416;1;Casaco Liso;R$ 255,00;R$ 255,00
69417;4;Short Listrado;R$ 102,00;R$ 408,00
69420;2;Sapato Listrado;R$ 363,00;R$ 726,00
69421;3;Calça Linho;R$ 211,00;R$ 633,00
69421;2;Calça Liso;R$ 190,00;R$ 380,00
69421;1;Cinto Liso;R$ 209,00;R$ 209,00
69421;2;Terno Xadrez;R$ 709,00;R$ 1.418,00
69421;2;Cinto Xadrez;R$ 215,00;R$ 430,00
69421;3;Tênis;R$ 250,00;R$ 750,00
69421;1;Short Linho;R$ 133,00;R$ 133,00
69422;2;Terno;R$ 700,00;R$ 1.400,00
69423;1;Sunga Xadrez;R$ 116,00;R$ 116,00
69423;1;Bermuda Listrado;R$ 163,00;R$ 163,00
69423;1;Relógio Linho;R$ 240,00;R$ 240,00
69424;3;Chinelo Listrado;R$ 73,00;R$ 219,00
69425;3;Sunga Estampa;R$ 120,00;R$ 360,00
69425;2;Bermuda Linho;R$ 195,00;R$ 390,00
69427;1;Chinelo Estampa;R$ 74,00;R$ 74,00
69428;1;Relógio Listrado;R$ 218,00;R$ 218,00
69428;1;Gorro Xadrez;R$ 85,00;R$ 85,00
69429;5;Gorro Liso;R$ 92,00;R$ 460,00
69429;1;Cueca;R$ 50,00;R$ 50,00
69430;5;Polo Xadrez;R$ 142,00;R$ 710,00
69431;1;Short Xadrez;R$ 100,00;R$ 100,00
69431;3;Terno Estampa;R$ 706,00;R$ 2.118,00
69432;1;Meia Xadrez;R$ 41,00;R$ 41,00
69433;2;Relógio Listrado;R$ 218,00;R$ 436,00
69434;1;Relógio Listrado;R$ 218,00;R$ 218,00
69435;1;Casaco Estampa;R$ 256,00;R$ 256,00
69437;3;Camisa Linho;R$ 141,00;R$ 423,00
69438;1;Meia Listrado;R$ 37,00;R$ 37,00
69439;1;Pulseira Linho;R$ 114,00;R$ 114,00
69439;3;Polo Liso;R$ 137,00;R$ 411,00
69439;1;Sunga Listrado;R$ 114,00;R$ 114,00
69441;1;Sunga Liso;R$ 114,00;R$ 114,00
69442;5;Calça Estampa;R$ 177,00;R$ 885,00
69442;1;Cinto Liso;R$ 209,00;R$ 209,00
69442;3;Meia Linho;R$ 78,00;R$ 234,00
69443;4;Camisa Gola V Listrado;R$ 116,00;R$ 464,00
69443;4;Camiseta Liso;R$ 187,00;R$ 748,00
69443;1;Short Listrado;R$ 102,00;R$ 102,00
69443;1;Polo Xadrez;R$ 142,00;R$ 142,00
69445;2;Sapato Estampa;R$ 358,00;R$ 716,00
69445;2;Meia Linho;R$ 78,00;R$ 156,00
69445;1;Tênis Listrado;R$ 262,00;R$ 262,00
69445;2;Sapato Estampa;R$ 358,00;R$ 716,00
69446;2;Polo Liso;R$ 137,00;R$ 274,00
69446;3;Bermuda Liso;R$ 157,00;R$ 471,00
69447;1;Mochila Estampa;R$ 277,00;R$ 277,00
69447;1;Terno Linho;R$ 750,00;R$ 750,00
69448;1;Casaco Xadrez;R$ 259,00;R$ 259,00
69448;1;Casaco Estampa;R$ 256,00;R$ 256,00
69449;3;Camiseta;R$ 180,00;R$ 540,00
69450;4;Pulseira Listrado;R$ 79,00;R$ 316,00
69450;1;Bermuda Estampa;R$ 169,00;R$ 169,00
69451;2;Sapato Linho;R$ 391,00;R$ 782,00
69452;3;Pulseira Linho;R$ 114,00;R$ 342,00
69453;2;Camisa Gola V Estampa;R$ 118,00;R$ 236,00
69453;3;Casaco Linho;R$ 299,00;R$ 897,00
69454;3;Camisa Gola V;R$ 100,00;R$ 300,00
69454;2;Sunga Liso;R$ 114,00;R$ 228,00
69455;5;Sapato Linho;R$ 391,00;R$ 1.955,00
69455;2;Bermuda Listrado;R$ 163,00;R$ 326,00
69457;4;Chinelo Liso;R$ 71,00;R$ 284,00
69457;1;Sapato Linho;R$ 391,00;R$ 391,00
69457;1;Cueca Estampa;R$ 66,00;R$ 66,00
69457;2;Bermuda Estampa;R$ 169,00;R$ 338,00
69458;1;Sunga Liso;R$ 114,00;R$ 114,00
69458;4;Sapato Linho;R$ 391,00;R$ 1.564,00
69458;1;Camiseta Liso;R$ 187,00;R$ 187,00
69458;2;Terno;R$ 700,00;R$ 1.400,00
69458;3;Short;R$ 90,00;R$ 270,00
69459;1;Mochila Estampa;R$ 277,00;R$ 277,00
69459;1;Casaco Estampa;R$ 256,00;R$ 256,00
69460;2;Bermuda;R$ 150,00;R$ 300,00
69460;2;Sunga Listrado;R$ 114,00;R$ 228,00
69460;5;Camisa Gola V Linho;R$ 145,00;R$ 725,00
69461;3;Polo Listrado;R$ 149,00;R$ 447,00
69462;2;Chinelo Xadrez;R$ 66,00;R$ 132,00
69463;1;Bermuda;R$ 150,00;R$ 150,00
69464;1;Gorro Estampa;R$ 93,00;R$ 93,00
69466;1;Sunga Linho;R$ 149,00;R$ 149,00
69466;4;Gorro Xadrez;R$ 85,00;R$ 340,00
69467;1;Calça Liso;R$ 190,00;R$ 190,00
69468;2;Casaco Liso;R$ 255,00;R$ 510,00
69469;1;Cinto Listrado;R$ 214,00;R$ 214,00
69469;1;Terno Linho;R$ 750,00;R$ 750,00
69470;1;Bermuda Estampa;R$ 169,00;R$ 169,00
69470;2;Short Listrado;R$ 102,00;R$ 204,00
69471;5;Calça;R$ 170,00;R$ 850,00
69472;1;Relógio Estampa;R$ 219,00;R$ 219,00
69472;1;Sunga Xadrez;R$ 116,00;R$ 116,00
69472;2;Sapato Liso;R$ 368,00;R$ 736,00
69473;5;Casaco Listrado;R$ 269,00;R$ 1.345,00
69474;2;Camisa Gola V Liso;R$ 118,00;R$ 236,00
69474;2;Casaco Liso;R$ 255,00;R$ 510,00
69474;1;Short Linho;R$ 133,00;R$ 133,00
69475;1;Casaco;R$ 250,00;R$ 250,00
69475;2;Cinto Liso;R$ 209,00;R$ 418,00
69476;5;Chinelo Estampa;R$ 74,00;R$ 370,00
69476;3;Relógio Listrado;R$ 218,00;R$ 654,00
69477;4;Chinelo Estampa;R$ 74,00;R$ 296,00
69478;3;Polo;R$ 130,00;R$ 390,00
69480;4;Gorro;R$ 80,00;R$ 320,00
69481;1;Camisa Gola V Liso;R$ 118,00;R$ 118,00
69481;4;Gorro Estampa;R$ 93,00;R$ 372,00
69484;3;Sunga Listrado;R$ 114,00;R$ 342,00
69485;3;Camisa Gola V Linho;R$ 145,00;R$ 435,00
69486;3;Polo;R$ 130,00;R$ 390,00
69487;4;Short Xadrez;R$ 100,00;R$ 400,00
69488;1;Bermuda Linho;R$ 195,00;R$ 195,00
69489;2;Casaco Listrado;R$ 269,00;R$ 538,00
69489;5;Cinto Linho;R$ 248,00;R$ 1.240,00
69490;2;Tênis Linho;R$ 294,00;R$ 588,00
69492;5;Gorro Linho;R$ 124,00;R$ 620,00
69492;2;Casaco Estampa;R$ 256,00;R$ 512,00
69492;1;Relógio Estampa;R$ 219,00;R$ 219,00
69492;1;Pulseira;R$ 70,00;R$ 70,00
69493;2;Meia;R$ 30,00;R$ 60,00
69495;3;Sapato Linho;R$ 391,00;R$ 1.173,00
69495;5;Pulseira Liso;R$ 87,00;R$ 435,00
69496;2;Cinto Listrado;R$ 214,00;R$ 428,00
69496;2;Cueca Linho;R$ 93,00;R$ 186,00
69496;1;Pulseira Liso;R$ 87,00;R$ 87,00
69496;1;Camisa Liso;R$ 105,00;R$ 105,00
69496;3;Mochila Linho;R$ 311,00;R$ 933,00
69496;2;Terno Liso;R$ 720,00;R$ 1.440,00
69496;2;Cueca Listrado;R$ 67,00;R$ 134,00
69496;1;Bermuda Linho;R$ 195,00;R$ 195,00
69497;2;Cinto;R$ 200,00;R$ 400,00
